3103770,The Matrix,runtimes,136,8.7
3103770,The Matrix,genres,Action,8.7
3103770,The Matrix,genres,Sci-Fi,8.7
3103770,The Matrix,mpaa,Rated R for sci-fi violence and brief language,8.7
3103770,The Matrix,budget,"$63,000,000",8.7
3103770,The Matrix,gross,"$171,479,930 (USA)",8.7
3103770,The Matrix,gross,"$463,517,383 (worldwide)",8.7
3103770,The Matrix,gross,"$292,037,453 (Non-USA)",8.7
3103770,The Matrix,gross,"DEM 50,400,000 (Germany)",8.7
