"title","budget","genre","mpaa","runtimes","rating","gross"
"Ghost in the Machine","12000000","2","4","95","4.3","5086909"
"Ghost Rider: Spirit of Vengeance","57000000","20","3","96","4.3","51774002"
"Ghost Ship","35000000","2","4","91","5.4","30113491"
"Ghost World","7000000","5","4","111","7.5","6217849"
"Girl 6","12000000","5","4","108","5.0","4903000"
"Girl, Interrupted","40000000","11","4","127","7.3","28912646"
"Glengarry Glen Ross","12500000","4","4","100","7.9","10725228"
"Go Fish","15000","4","4","83","5.6","2408311"
"God's Army","300000","4","2","108","6.6","2637726"
"God's Not Dead","2000000","4","2","113","5.0","60755732"
"Godsend","25000000","4","3","102","4.8","14379751"
"Godzilla","130000000","20","3","139","5.3","136314294"
"GoldenEye","58000000","20","3","130","7.2","106600000"
"Gone Girl","61000000","4","4","149","8.2","167761501"
